year,film,wiki,winner,rating,numVotes
1973,American Graffiti,/wiki/American_Graffiti,False,7.4,92993.0
1973,A Touch of Class ,/wiki/A_Touch_of_Class_(film),False,6.5,3301.0
1974,The Conversation,/wiki/The_Conversation,False,7.8,115409.0
1974,The Godfather Part II,/wiki/The_Godfather_Part_II,True,9.0,1296165.0
1974,Chinatown ,/wiki/Chinatown_(1974_film),False,8.2,334051.0
1974,Lenny ,/wiki/Lenny_(film),False,7.6,16725.0
1974,The Towering Inferno,/wiki/The_Towering_Inferno,False,7.0,45752.0
1975,Dog Day Afternoon,/wiki/Dog_Day_Afternoon,False,8.0,262946.0
1975,One Flew Over the Cuckoo's Nest ,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),True,8.7,1026771.0
1975,Nashville ,/wiki/Nashville_(film),False,7.7,26514.0
1975,Jaws ,/wiki/Jaws_(film),False,8.1,622190.0
1975,Barry Lyndon,/wiki/Barry_Lyndon,False,8.1,173059.0
1976,All the President's Men ,/wiki/All_the_President%27s_Men_(film),False,7.9,119851.0
1976,Bound for Glory ,/wiki/Bound_for_Glory_(1976_film),False,7.3,5384.0
1976,Network ,/wiki/Network_(1976_film),False,8.1,163186.0
1976,Rocky,/wiki/Rocky,True,8.1,595986.0
1976,Taxi Driver,/wiki/Taxi_Driver,False,8.2,859335.0
1977,Annie Hall,/wiki/Annie_Hall,True,8.0,269843.0
1977,The Goodbye Girl,/wiki/The_Goodbye_Girl,False,7.4,15259.0
1977,Julia ,/wiki/Julia_(1977_film),False,8.3,9121.0
1977,Star Wars ,/wiki/Star_Wars_(film),False,7.0,21045.0
1977,The Turning Point ,/wiki/The_Turning_Point_(1977_film),False,6.8,4878.0
1978,Coming Home ,/wiki/Coming_Home_(1978_film),False,7.3,14023.0
1978,Heaven Can Wait ,/wiki/Heaven_Can_Wait_(1978_film),False,6.9,22323.0
1978,The Deer Hunter,/wiki/The_Deer_Hunter,True,8.1,345782.0
1978,An Unmarried Woman,/wiki/An_Unmarried_Woman,False,7.1,5645.0
1978,Midnight Express ,/wiki/Midnight_Express_(film),False,7.5,83992.0
1979,Norma Rae,/wiki/Norma_Rae,False,7.3,12155.0
1979,All That Jazz ,/wiki/All_That_Jazz_(film),False,7.8,33356.0
1979,Breaking Away,/wiki/Breaking_Away,False,7.7,24433.0
1979,Kramer vs. Kramer,/wiki/Kramer_vs._Kramer,True,7.8,149059.0
1979,Apocalypse Now,/wiki/Apocalypse_Now,False,8.5,680101.0
1980,Coal Miner's Daughter ,/wiki/Coal_Miner%27s_Daughter_(film),False,7.5,19545.0
1980,The Elephant Man ,/wiki/The_Elephant_Man_(film),False,8.2,247328.0
1980,Tess ,/wiki/Tess_(1979_film),False,7.3,17441.0
1980,Raging Bull,/wiki/Raging_Bull,False,8.1,361798.0
1980,Ordinary People,/wiki/Ordinary_People,True,7.7,54202.0
1981,Atlantic City ,/wiki/Atlantic_City_(1980_film),False,7.3,17563.0
1981,On Golden Pond ,/wiki/On_Golden_Pond_(1981_film),False,7.6,32992.0
1981,Reds ,/wiki/Reds_(film),False,7.3,23693.0
1981,Chariots of Fire,/wiki/Chariots_of_Fire,True,7.1,63236.0
1981,Raiders of the Lost Ark,/wiki/Raiders_of_the_Lost_Ark,False,8.4,983092.0
1982,Tootsie,/wiki/Tootsie,False,7.4,110342.0
1982,Missing ,/wiki/Missing_(1982_film),False,7.1,28473.0
1982,The Verdict,/wiki/The_Verdict,False,7.7,42737.0
1982,Gandhi ,/wiki/Gandhi_(film),True,8.0,236045.0
1982,E.T. the Extra-Terrestrial,/wiki/E.T._the_Extra-Terrestrial,False,7.9,419529.0
1983,Terms of Endearment,/wiki/Terms_of_Endearment,True,7.4,62572.0
1983,Tender Mercies,/wiki/Tender_Mercies,False,7.3,11219.0
1983,The Big Chill ,/wiki/The_Big_Chill_(film),False,7.1,39246.0
1983,The Dresser ,/wiki/The_Dresser_(1983_film),False,7.5,5467.0
1983,The Right Stuff ,/wiki/The_Right_Stuff_(film),False,7.8,63106.0
1984,Amadeus ,/wiki/Amadeus_(film),True,8.4,409043.0
1984,The Killing Fields ,/wiki/The_Killing_Fields_(film),False,7.8,57137.0
1984,A Passage to India ,/wiki/A_Passage_to_India_(film),False,7.3,19621.0
1984,Places in the Heart,/wiki/Places_in_the_Heart,False,7.4,12659.0
1984,A Soldier's Story,/wiki/A_Soldier%27s_Story,False,7.2,10773.0
1985,Out of Africa ,/wiki/Out_of_Africa_(film),True,7.1,82981.0
1985,Kiss of the Spider Woman ,/wiki/Kiss_of_the_Spider_Woman_(film),False,7.3,16686.0
1985,Witness ,/wiki/Witness_(1985_film),False,7.4,99282.0
1985,Prizzi's Honor,/wiki/Prizzi%27s_Honor,False,6.7,25391.0
1986,Platoon ,/wiki/Platoon_(film),True,8.1,422633.0
1986,Children of a Lesser God ,/wiki/Children_of_a_Lesser_God_(film),False,7.2,17827.0
1986,Hannah and Her Sisters,/wiki/Hannah_and_Her_Sisters,False,7.8,73255.0
1986,The Mission ,/wiki/The_Mission_(1986_film),False,7.4,63216.0
1986,A Room with a View ,/wiki/A_Room_with_a_View_(1985_film),False,7.2,45388.0
1987,Hope and Glory ,/wiki/Hope_and_Glory_(film),False,7.3,13963.0
1987,The Last Emperor,/wiki/The_Last_Emperor,True,7.7,106875.0
1987,Fatal Attraction,/wiki/Fatal_Attraction,False,6.9,90756.0
1987,Moonstruck,/wiki/Moonstruck,False,7.1,62814.0
1987,Broadcast News ,/wiki/Broadcast_News_(film),False,7.2,32519.0
1988,Rain Man,/wiki/Rain_Man,True,8.0,525305.0
1988,The Accidental Tourist ,/wiki/The_Accidental_Tourist_(film),False,6.7,16744.0
1988,Mississippi Burning,/wiki/Mississippi_Burning,False,7.8,103970.0
1988,Working Girl,/wiki/Working_Girl,False,6.8,59500.0
1988,Dangerous Liaisons,/wiki/Dangerous_Liaisons,False,7.6,72345.0
1989,Born on the Fourth of July ,/wiki/Born_on_the_Fourth_of_July_(film),False,7.2,110794.0
1989,Driving Miss Daisy,/wiki/Driving_Miss_Daisy,True,7.3,113308.0
1989,Dead Poets Society,/wiki/Dead_Poets_Society,False,8.1,507205.0
1989,Field of Dreams,/wiki/Field_of_Dreams,False,7.5,122493.0
1989,My Left Foot,/wiki/My_Left_Foot,False,8.0,46.0
1990,Dances with Wolves,/wiki/Dances_with_Wolves,True,8.0,275168.0
1990,Awakenings,/wiki/Awakenings,False,7.8,148174.0
1990,Ghost ,/wiki/Ghost_(1990_film),False,7.1,224994.0
1990,Goodfellas,/wiki/Goodfellas,False,6.9,25.0
1990,The Godfather Part III,/wiki/The_Godfather_Part_III,False,7.6,406431.0
1991,Bugsy,/wiki/Bugsy,False,6.8,29959.0
1991,JFK ,/wiki/JFK_(film),False,8.0,161615.0
1991,Beauty and the Beast ,/wiki/Beauty_and_the_Beast_(1991_film),False,7.1,318261.0
1991,The Silence of the Lambs ,/wiki/The_Silence_of_the_Lambs_(film),True,8.6,1464229.0
1991,The Prince of Tides,/wiki/The_Prince_of_Tides,False,6.8,18785.0
1992,Unforgiven,/wiki/Unforgiven,True,8.2,419562.0
1992,The Crying Game,/wiki/The_Crying_Game,False,7.2,57503.0
1992,A Few Good Men,/wiki/A_Few_Good_Men,False,7.7,272238.0
1992,Scent of a Woman ,/wiki/Scent_of_a_Woman_(1992_film),False,8.0,308964.0
1992,Howards End ,/wiki/Howards_End_(film),False,7.4,34027.0
1993,Schindler's List,/wiki/Schindler%27s_List,True,9.0,1380337.0
1993,The Piano,/wiki/The_Piano,False,7.5,91080.0
1993,The Fugitive ,/wiki/The_Fugitive_(1993_film),False,7.8,304022.0
1993,In the Name of the Father ,/wiki/In_the_Name_of_the_Father_(film),False,8.1,179554.0
1993,The Remains of the Day ,/wiki/The_Remains_of_the_Day_(film),False,7.8,78266.0
1994,The Shawshank Redemption,/wiki/The_Shawshank_Redemption,False,9.3,2734155.0
1994,Quiz Show ,/wiki/Quiz_Show_(film),False,7.5,71373.0
1994,Forrest Gump,/wiki/Forrest_Gump,True,8.8,2127602.0
1994,Four Weddings and a Funeral,/wiki/Four_Weddings_and_a_Funeral,False,7.1,158098.0
1994,Pulp Fiction,/wiki/Pulp_Fiction,False,8.9,2101050.0
1995,Apollo 13 ,/wiki/Apollo_13_(film),False,7.7,302775.0
1995,Babe ,/wiki/Babe_(film),False,6.9,129210.0
1995,Sense and Sensibility ,/wiki/Sense_and_Sensibility_(film),False,7.7,119907.0
1995,Braveheart,/wiki/Braveheart,True,8.4,1053011.0
1996,The English Patient ,/wiki/The_English_Patient_(film),True,7.4,194708.0
1996,Fargo ,/wiki/Fargo_(1996_film),False,8.9,382775.0
1996,Shine ,/wiki/Shine_(film),False,7.6,55253.0
1996,Jerry Maguire,/wiki/Jerry_Maguire,False,7.3,274713.0
1997,Titanic ,/wiki/Titanic_(1997_film),True,7.9,1217053.0
1997,L.A. Confidential ,/wiki/L.A._Confidential_(film),False,8.2,592245.0
1997,Good Will Hunting,/wiki/Good_Will_Hunting,False,8.3,998916.0
1997,The Full Monty,/wiki/The_Full_Monty,False,7.2,109248.0
1997,As Good as It Gets,/wiki/As_Good_as_It_Gets,False,7.7,306485.0
1998,Life Is Beautiful,/wiki/Life_Is_Beautiful,False,6.4,898.0
1998,Shakespeare in Love,/wiki/Shakespeare_in_Love,True,7.1,228967.0
1998,Elizabeth ,/wiki/Elizabeth_(film),False,7.4,102061.0
1998,The Thin Red Line ,/wiki/The_Thin_Red_Line_(1998_film),False,7.6,192494.0
1998,Saving Private Ryan,/wiki/Saving_Private_Ryan,False,8.6,1418419.0
1999,The Insider ,/wiki/The_Insider_(film),False,7.8,174681.0
1999,The Green Mile ,/wiki/The_Green_Mile_(film),False,8.6,1331825.0
1999,The Cider House Rules ,/wiki/The_Cider_House_Rules_(film),False,7.4,102011.0
1999,American Beauty ,/wiki/American_Beauty_(1999_film),True,8.3,1171981.0
1999,The Sixth Sense,/wiki/The_Sixth_Sense,False,8.2,1008296.0
2000,"Crouching Tiger, Hidden Dragon","/wiki/Crouching_Tiger,_Hidden_Dragon",False,8.0,1486.0
2000,Chocolat ,/wiki/Chocolat_(2000_film),False,7.3,195845.0
2000,Erin Brockovich ,/wiki/Erin_Brockovich_(film),False,7.4,206398.0
2000,Traffic ,/wiki/Traffic_(2000_film),False,7.6,212423.0
2000,Gladiator ,/wiki/Gladiator_(2000_film),True,8.5,1532742.0
2001,Gosford Park,/wiki/Gosford_Park,False,7.2,90392.0
2001,A Beautiful Mind ,/wiki/A_Beautiful_Mind_(film),True,8.2,948735.0
2001,In the Bedroom,/wiki/In_the_Bedroom,False,7.4,40938.0
2001,The Lord of the Rings: The Fellowship of the Ring,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,False,8.8,1909585.0
2001,Moulin Rouge!,/wiki/Moulin_Rouge!,False,7.6,290703.0
2002,The Hours ,/wiki/The_Hours_(film),False,7.5,134755.0
2002,Gangs of New York,/wiki/Gangs_of_New_York,False,7.5,452792.0
2002,The Lord of the Rings: The Two Towers,/wiki/The_Lord_of_the_Rings:_The_Two_Towers,False,8.8,1697780.0
2002,The Pianist ,/wiki/The_Pianist_(2002_film),False,8.5,853771.0
2002,Chicago ,/wiki/Chicago_(2002_film),True,8.0,59923.0
2003,Seabiscuit ,/wiki/Seabiscuit_(film),False,7.3,74983.0
2003,Mystic River ,/wiki/Mystic_River_(film),False,7.9,466921.0
2003,Lost in Translation ,/wiki/Lost_in_Translation_(film),False,7.7,466486.0
2003,Master and Commander: The Far Side of the World,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,False,7.4,227829.0
2003,The Lord of the Rings: The Return of the King,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True,9.0,1880701.0
2004,Ray ,/wiki/Ray_(film),False,8.3,89664.0
2004,Sideways,/wiki/Sideways,False,7.5,195732.0
2004,The Aviator ,/wiki/The_Aviator_(2004_film),False,7.5,370586.0
2004,Finding Neverland ,/wiki/Finding_Neverland_(film),False,7.7,208829.0
2004,Million Dollar Baby,/wiki/Million_Dollar_Baby,True,8.1,698263.0
2005,Munich ,/wiki/Munich_(2005_film),False,7.5,231817.0
2005,"Good Night, and Good Luck","/wiki/Good_Night,_and_Good_Luck",False,7.4,99444.0
2005,Crash ,/wiki/Crash_(2004_film),True,6.4,63233.0
2005,Capote ,/wiki/Capote_(film),False,7.3,136266.0
2005,Brokeback Mountain,/wiki/Brokeback_Mountain,False,7.7,366493.0
2006,The Departed,/wiki/The_Departed,True,8.5,1351191.0
2006,Little Miss Sunshine,/wiki/Little_Miss_Sunshine,False,7.8,493690.0
2006,Babel ,/wiki/Babel_(film),False,7.5,308766.0
2006,The Queen ,/wiki/The_Queen_(2006_film),False,8.6,487015.0
2006,Letters from Iwo Jima,/wiki/Letters_from_Iwo_Jima,False,7.9,165887.0
2007,There Will Be Blood,/wiki/There_Will_Be_Blood,False,8.2,600122.0
2007,No Country for Old Men,/wiki/No_Country_for_Old_Men,True,8.2,997439.0
2007,Atonement ,/wiki/Atonement_(2007_film),False,7.8,286842.0
2007,Juno ,/wiki/Juno_(film),False,7.5,532244.0
2007,Michael Clayton ,/wiki/Michael_Clayton_(film),False,7.2,169507.0
2008,The Curious Case of Benjamin Button ,/wiki/The_Curious_Case_of_Benjamin_Button_(film),False,7.8,666645.0
2008,Frost/Nixon ,/wiki/Frost/Nixon_(film),False,7.7,110097.0
2008,The Reader ,/wiki/The_Reader_(2008_film),False,7.6,251339.0
2008,Slumdog Millionaire,/wiki/Slumdog_Millionaire,True,8.0,857226.0
2008,Milk ,/wiki/Milk_(2008_American_film),False,7.5,176098.0
2009,The Blind Side ,/wiki/The_Blind_Side_(film),False,7.6,343450.0
2009,Avatar ,/wiki/Avatar_(2009_film),False,7.7,376925.0
2009,The Hurt Locker,/wiki/The_Hurt_Locker,True,7.5,460137.0
2009,District 9,/wiki/District_9,False,7.9,693223.0
2009,An Education,/wiki/An_Education,False,7.3,136065.0
2009,Inglourious Basterds,/wiki/Inglourious_Basterds,False,8.3,1485428.0
2009,A Serious Man,/wiki/A_Serious_Man,False,7.0,145663.0
2009,Up in the Air ,/wiki/Up_in_the_Air_(2009_film),False,7.4,341623.0
2009,Up ,/wiki/Up_(2009_film),False,8.3,1066883.0
2009,Precious ,/wiki/Precious_(film),False,7.3,113275.0
2010,The Fighter,/wiki/The_Fighter,False,7.8,376098.0
2010,Inception,/wiki/Inception,False,8.8,2403153.0
2010,127 Hours,/wiki/127_Hours,False,7.5,385614.0
2010,Winter's Bone,/wiki/Winter%27s_Bone,False,7.1,145733.0
2010,The King's Speech,/wiki/The_King%27s_Speech,True,8.0,690511.0
2010,The Social Network,/wiki/The_Social_Network,False,7.8,720689.0
2010,Toy Story 3,/wiki/Toy_Story_3,False,8.3,852115.0
2010,Black Swan ,/wiki/Black_Swan_(film),False,8.0,787178.0
2010,True Grit ,/wiki/True_Grit_(2010_film),False,7.6,346416.0
2010,The Kids Are All Right ,/wiki/The_Kids_Are_All_Right_(film),False,7.0,132207.0
2011,The Artist ,/wiki/The_Artist_(film),True,7.9,244636.0
2011,Extremely Loud & Incredibly Close ,/wiki/Extremely_Loud_%26_Incredibly_Close_(film),False,6.9,103510.0
2011,The Help ,/wiki/The_Help_(film),False,8.1,471448.0
2011,Hugo ,/wiki/Hugo_(film),False,7.5,328364.0
2011,Moneyball ,/wiki/Moneyball_(film),False,7.6,438146.0
2011,The Tree of Life ,/wiki/The_Tree_of_Life_(film),False,6.8,180237.0
2011,War Horse ,/wiki/War_Horse_(film),False,7.2,161086.0
2011,Midnight in Paris,/wiki/Midnight_in_Paris,False,7.7,433605.0
2011,The Descendants,/wiki/The_Descendants,False,7.3,245160.0
2012,Les Misérables ,/wiki/Les_Mis%C3%A9rables_(2012_film),False,7.5,336046.0
2012,Amour ,/wiki/Amour_(2012_film),False,7.6,5848.0
2012,Beasts of the Southern Wild,/wiki/Beasts_of_the_Southern_Wild,False,7.2,84059.0
2012,Django Unchained,/wiki/Django_Unchained,False,8.4,1592500.0
2012,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,False,7.7,720058.0
2012,Life of Pi ,/wiki/Life_of_Pi_(film),False,7.9,644279.0
2012,Zero Dark Thirty,/wiki/Zero_Dark_Thirty,False,7.4,308187.0
2012,Lincoln ,/wiki/Lincoln_(film),False,7.3,265354.0
2012,Argo ,/wiki/Argo_(2012_film),True,7.7,624042.0
2013,Dallas Buyers Club,/wiki/Dallas_Buyers_Club,False,7.9,498957.0
2013,American Hustle,/wiki/American_Hustle,False,7.2,487634.0
2013,Her ,/wiki/Her_(film),False,8.0,634291.0
2013,The Wolf of Wall Street ,/wiki/The_Wolf_of_Wall_Street_(2013_film),False,8.2,1458210.0
2013,Philomena ,/wiki/Philomena_(film),False,7.6,101853.0
2013,Nebraska ,/wiki/Nebraska_(film),False,7.7,120183.0
2013,Gravity ,/wiki/Gravity_(2013_film),False,7.7,839661.0
2013,Captain Phillips ,/wiki/Captain_Phillips_(film),False,7.8,472252.0
2013,12 Years a Slave ,/wiki/12_Years_a_Slave_(film),True,8.1,714599.0
2014,Selma ,/wiki/Selma_(film),False,7.5,93187.0
2014,Boyhood ,/wiki/Boyhood_(2014_film),False,7.9,359742.0
2014,Whiplash ,/wiki/Whiplash_(2014_film),False,8.5,900884.0
2014,The Theory of Everything ,/wiki/The_Theory_of_Everything_(2014_film),False,7.7,462950.0
2014,Birdman ,/wiki/Birdman_(film),True,7.7,644522.0
2014,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel,False,8.1,834412.0
2014,American Sniper,/wiki/American_Sniper,False,7.3,500701.0
2014,The Imitation Game,/wiki/The_Imitation_Game,False,8.0,786691.0
2015,Spotlight ,/wiki/Spotlight_(film),True,8.1,481249.0
2015,Mad Max: Fury Road,/wiki/Mad_Max:_Fury_Road,False,8.1,1025879.0
2015,The Big Short ,/wiki/The_Big_Short_(film),False,7.8,445748.0
2015,Bridge of Spies ,/wiki/Bridge_of_Spies_(film),False,7.6,317865.0
2015,Brooklyn ,/wiki/Brooklyn_(film),False,8.4,331758.0
2015,The Martian ,/wiki/The_Martian_(film),False,8.0,877293.0
2015,The Revenant ,/wiki/The_Revenant_(2015_film),False,8.0,826071.0
2015,Room ,/wiki/Room_(2015_film),False,8.1,430907.0
2016,Moonlight ,/wiki/Moonlight_(2016_film),True,7.4,317509.0
2016,Arrival ,/wiki/Arrival_(film),False,7.9,716903.0
2016,Fences ,/wiki/Fences_(film),False,7.2,111985.0
2016,Hell or High Water ,/wiki/Hell_or_High_Water_(2016_film),False,7.6,238437.0
2016,Lion ,/wiki/Lion_(2016_film),False,8.0,242287.0
2016,Manchester by the Sea ,/wiki/Manchester_by_the_Sea_(film),False,7.8,292956.0
2016,Hacksaw Ridge,/wiki/Hacksaw_Ridge,False,8.1,546213.0
2016,Hidden Figures,/wiki/Hidden_Figures,False,7.8,239571.0
2016,La La Land,/wiki/La_La_Land,False,8.0,612272.0
2017,Call Me by Your Name ,/wiki/Call_Me_by_Your_Name_(film),False,7.8,287315.0
2017,Darkest Hour ,/wiki/Darkest_Hour_(film),False,7.4,208954.0
2017,"Three Billboards Outside Ebbing, Missouri","/wiki/Three_Billboards_Outside_Ebbing,_Missouri",False,8.1,523880.0
2017,Phantom Thread,/wiki/Phantom_Thread,False,7.4,137552.0
2017,Get Out,/wiki/Get_Out,False,7.7,636853.0
2017,The Shape of Water,/wiki/The_Shape_of_Water,True,7.3,430989.0
2017,Dunkirk ,/wiki/Dunkirk_(2017_film),False,7.8,680423.0
2017,Lady Bird ,/wiki/Lady_Bird_(film),False,7.4,303288.0
2017,The Post ,/wiki/The_Post_(film),False,7.2,156014.0
2018,Roma ,/wiki/Roma_(2018_film),False,7.7,163385.0
2018,A Star Is Born ,/wiki/A_Star_Is_Born_(2018_film),False,7.6,396752.0
2018,Green Book ,/wiki/Green_Book_(film),True,8.2,516910.0
2018,Black Panther ,/wiki/Black_Panther_(film),False,6.7,264664.0
2018,Bohemian Rhapsody ,/wiki/Bohemian_Rhapsody_(film),False,7.9,554739.0
2018,BlacKkKlansman,/wiki/BlacKkKlansman,False,7.5,272849.0
2018,The Favourite,/wiki/The_Favourite,False,7.5,207297.0
2018,Vice ,/wiki/Vice_(2018_film),False,7.2,153327.0
2019,1917 ,/wiki/1917_(2019_film),False,8.2,618335.0
2019,Little Women ,/wiki/Little_Women_(2019_film),False,7.8,218222.0
2019,Ford v Ferrari,/wiki/Ford_v_Ferrari,False,8.1,414412.0
2019,Parasite ,/wiki/Parasite_(2019_film),True,8.5,850243.0
2019,The Irishman,/wiki/The_Irishman,False,7.8,401561.0
2019,Once Upon a Time in Hollywood,/wiki/Once_Upon_a_Time_in_Hollywood,False,8.2,52.0
2019,Marriage Story,/wiki/Marriage_Story,False,7.9,322955.0
2019,Jojo Rabbit,/wiki/Jojo_Rabbit,False,7.9,407660.0
2019,Joker ,/wiki/Joker_(2019_film),False,8.4,1348529.0
2020,Nomadland ,/wiki/Nomadland_(film),True,7.3,169978.0
2020,The Father ,/wiki/The_Father_(2020_film),False,8.2,167233.0
2020,Minari ,/wiki/Minari_(film),False,7.4,86740.0
2020,Sound of Metal,/wiki/Sound_of_Metal,False,7.7,135976.0
2020,Promising Young Woman,/wiki/Promising_Young_Woman,False,7.5,186173.0
2020,Mank,/wiki/Mank,False,6.8,78058.0
2020,Judas and the Black Messiah,/wiki/Judas_and_the_Black_Messiah,False,7.4,84927.0
2020,The Trial of the Chicago 7,/wiki/The_Trial_of_the_Chicago_7,False,7.7,183226.0
2021,Drive My Car ,/wiki/Drive_My_Car_(film),False,7.6,57108.0
2021,Don't Look Up,/wiki/Don%27t_Look_Up,False,7.2,555062.0
2021,Licorice Pizza,/wiki/Licorice_Pizza,False,7.2,126385.0
2021,King Richard ,/wiki/King_Richard_(film),False,7.5,121695.0
2021,CODA ,/wiki/CODA_(2021_film),True,8.0,145243.0
2021,Nightmare Alley ,/wiki/Nightmare_Alley_(2021_film),False,7.0,152429.0
2021,The Power of the Dog ,/wiki/The_Power_of_the_Dog_(film),False,6.8,182145.0
2021,West Side Story ,/wiki/West_Side_Story_(2021_film),False,7.2,88103.0
2021,Dune ,/wiki/Dune_(2021_film),False,8.0,671939.0
2021,Belfast ,/wiki/Belfast_(film),False,7.3,80495.0
2022,All Quiet on the Western Front ,/wiki/All_Quiet_on_the_Western_Front_(2022_film),False,8.1,65386.0
2022,Top Gun: Maverick,/wiki/Top_Gun:_Maverick,False,8.3,577408.0
2022,Elvis ,/wiki/Elvis_(2022_film),False,7.3,207142.0
2022,Everything Everywhere All at Once,/wiki/Everything_Everywhere_All_at_Once,True,7.9,437015.0
2022,Avatar: The Way of Water,/wiki/Avatar:_The_Way_of_Water,False,7.7,369719.0
2022,The Banshees of Inisherin,/wiki/The_Banshees_of_Inisherin,False,7.7,202400.0
2022,The Fabelmans,/wiki/The_Fabelmans,False,7.6,85709.0
2022,Tár,/wiki/T%C3%A1r,False,7.5,69684.0
2022,Triangle of Sadness,/wiki/Triangle_of_Sadness,False,7.3,128812.0
2022,Women Talking ,/wiki/Women_Talking_(film),False,6.9,29341.0
