,year,film,wiki,winner,rating,numVotes,worldwide_box_office,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,sport,thriller,war,western,nominations,Oscar_win,nom_gg_drama,winner_gg_drama,nom_gg_comedy,winner_gg_comedy,nom_pga,winner_pga,nom_bafta,winner_bafta,nom_dga,winner_dga,nom_sag,winner_sag
448,2010,True Grit ,/wiki/True_Grit_(2010_film),False,7.6,346416.0,252276927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,2010,Winter's Bone,/wiki/Winter%27s_Bone,False,7.1,145733.0,13796834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2011,The Artist ,/wiki/The_Artist_(film),True,7.9,244636.0,133471171,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,0
451,2011,The Descendants,/wiki/The_Descendants,False,7.3,245160.0,177243185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,1,0,0,1,0,1,0,1,0,1,0
452,2011,Extremely Loud & Incredibly Close ,/wiki/Extremely_Loud_%26_Incredibly_Close_(film),False,6.9,103510.0,55247881,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,2011,The Help ,/wiki/The_Help_(film),False,8.1,471448.0,216639112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
454,2011,Hugo ,/wiki/Hugo_(film),False,7.5,328364.0,185770310,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
455,2011,Midnight in Paris,/wiki/Midnight_in_Paris,False,7.7,433605.0,151672318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,1,0,0,0,1,0,1,0
456,2011,Moneyball ,/wiki/Moneyball_(film),False,7.6,438146.0,110206216,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,2011,The Tree of Life ,/wiki/The_Tree_of_Life_(film),False,6.8,180237.0,58409247,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2011,War Horse ,/wiki/War_Horse_(film),False,7.2,161086.0,177584879,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,2012,Argo ,/wiki/Argo_(2012_film),True,7.7,624042.0,232325503,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
460,2012,Amour ,/wiki/Amour_(2012_film),False,7.6,5848.0,29664140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2012,Beasts of the Southern Wild,/wiki/Beasts_of_the_Southern_Wild,False,7.2,84059.0,21107746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0
462,2012,Django Unchained,/wiki/Django_Unchained,False,8.4,1592500.0,426074373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0
463,2012,Life of Pi ,/wiki/Life_of_Pi_(film),False,7.9,644279.0,609016565,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
464,2012,Lincoln ,/wiki/Lincoln_(film),False,7.3,265354.0,275293450,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
465,2012,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,False,7.7,720058.0,236412453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,1,0,1,0,0,0,0,0,1,0
466,2012,Zero Dark Thirty,/wiki/Zero_Dark_Thirty,False,7.4,308187.0,132820716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0,0,0,1,0,1,0,1,0,0,0
467,2013,12 Years a Slave ,/wiki/12_Years_a_Slave_(film),True,8.1,714599.0,187733202,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
468,2013,American Hustle,/wiki/American_Hustle,False,7.2,487634.0,251171807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,1,0,1,1
469,2013,Captain Phillips ,/wiki/Captain_Phillips_(film),False,7.8,472252.0,218791811,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
470,2013,Dallas Buyers Club,/wiki/Dallas_Buyers_Club,False,7.9,498957.0,55198285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0
471,2013,Gravity ,/wiki/Gravity_(2013_film),False,7.7,839661.0,748049949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
472,2013,Her ,/wiki/Her_(film),False,8.0,634291.0,48517427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,2013,Nebraska ,/wiki/Nebraska_(film),False,7.7,120183.0,27682872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,2013,Philomena ,/wiki/Philomena_(film),False,7.6,101853.0,100129872,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
475,2013,The Wolf of Wall Street ,/wiki/The_Wolf_of_Wall_Street_(2013_film),False,8.2,1458210.0,406878233,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,2014,Birdman ,/wiki/Birdman_(film),True,7.7,644522.0,103215094,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0
477,2014,American Sniper,/wiki/American_Sniper,False,7.3,500701.0,547459020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,1,0,0,0
478,2014,Boyhood ,/wiki/Boyhood_(2014_film),False,7.9,359742.0,48137666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
479,2014,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel,False,8.1,834412.0,173082189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,1,1,1,0,1,0,1,0,1,0
480,2014,The Imitation Game,/wiki/The_Imitation_Game,False,8.0,786691.0,233555708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,1,0,1,0,1,0,1,0
481,2014,Selma ,/wiki/Selma_(film),False,7.5,93187.0,67782762,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,2014,The Theory of Everything ,/wiki/The_Theory_of_Everything_(2014_film),False,7.7,462950.0,123726688,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,2014,Whiplash ,/wiki/Whiplash_(2014_film),False,8.5,900884.0,49396747,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,2015,Spotlight ,/wiki/Spotlight_(film),True,8.1,481249.0,98690254,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0
485,2015,The Big Short ,/wiki/The_Big_Short_(film),False,7.8,445748.0,133440870,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
486,2015,Bridge of Spies ,/wiki/Bridge_of_Spies_(film),False,7.6,317865.0,165478348,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2015,Brooklyn ,/wiki/Brooklyn_(film),False,8.4,331758.0,62402155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,2015,Mad Max: Fury Road,/wiki/Mad_Max:_Fury_Road,False,8.1,1025879.0,415261382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,1,0,0,0,1,0,0,0,1,0,0,0
489,2015,The Martian ,/wiki/The_Martian_(film),False,8.0,877293.0,630620818,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
490,2015,The Revenant ,/wiki/The_Revenant_(2015_film),False,8.0,826071.0,532950503,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
491,2015,Room ,/wiki/Room_(2015_film),False,8.1,430907.0,35401758,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,2016,Moonlight ,/wiki/Moonlight_(2016_film),True,7.4,317509.0,65172611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
493,2016,Arrival ,/wiki/Arrival_(film),False,7.9,716903.0,203388186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,2016,Fences ,/wiki/Fences_(film),False,7.2,111985.0,64414761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,2016,Hacksaw Ridge,/wiki/Hacksaw_Ridge,False,8.1,546213.0,180563636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0
496,2016,Hell or High Water ,/wiki/Hell_or_High_Water_(2016_film),False,7.6,238437.0,37999675,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,2016,Hidden Figures,/wiki/Hidden_Figures,False,7.8,239571.0,235956898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,1,1
498,2016,La La Land,/wiki/La_La_Land,False,8.0,612272.0,471983281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,1,1,0,0,1,1,1,1,0,0
499,2016,Lion ,/wiki/Lion_(2016_film),False,8.0,242287.0,140853810,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,2016,Manchester by the Sea ,/wiki/Manchester_by_the_Sea_(film),False,7.8,292956.0,78988148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,2017,The Shape of Water,/wiki/The_Shape_of_Water,True,7.3,430989.0,195333312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,1,1,0,0,0,1,1,0,0,1,1,0,0
502,2017,Call Me by Your Name ,/wiki/Call_Me_by_Your_Name_(film),False,7.8,287315.0,43143046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
503,2017,Darkest Hour ,/wiki/Darkest_Hour_(film),False,7.4,208954.0,150847274,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,2017,Dunkirk ,/wiki/Dunkirk_(2017_film),False,7.8,680423.0,527016307,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
505,2017,Get Out,/wiki/Get_Out,False,7.7,636853.0,255745157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,1,0,0,0,1,0,1,0
506,2017,Lady Bird ,/wiki/Lady_Bird_(film),False,7.4,303288.0,78986478,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
507,2017,Phantom Thread,/wiki/Phantom_Thread,False,7.4,137552.0,48706552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,2017,The Post ,/wiki/The_Post_(film),False,7.2,156014.0,193764664,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,2017,"Three Billboards Outside Ebbing, Missouri","/wiki/Three_Billboards_Outside_Ebbing,_Missouri",False,8.1,523880.0,162861289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,1,0,1,1,1,0,1,1
510,2018,Green Book ,/wiki/Green_Book_(film),True,8.2,516910.0,321752656,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,0
511,2018,Black Panther ,/wiki/Black_Panther_(film),False,6.7,264664.0,1349926083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
512,2018,BlacKkKlansman,/wiki/BlacKkKlansman,False,7.5,272849.0,93413709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,1,0,1,0,1,0
513,2018,Bohemian Rhapsody ,/wiki/Bohemian_Rhapsody_(film),False,7.9,554739.0,910809311,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
514,2018,The Favourite,/wiki/The_Favourite,False,7.5,207297.0,95918706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,1,1,1,0,1,0,0,0,0,0
515,2018,Roma ,/wiki/Roma_(2018_film),False,7.7,163385.0,1140769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,2018,Vice ,/wiki/Vice_(2018_film),False,7.2,153327.0,76073488,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
517,2019,Parasite ,/wiki/Parasite_(2019_film),True,8.5,850243.0,40283786,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0
518,2019,Ford v Ferrari,/wiki/Ford_v_Ferrari,False,8.1,414412.0,225508210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0
519,2019,The Irishman,/wiki/The_Irishman,False,7.8,401561.0,968853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,1,0,1,0,1,0
520,2019,Jojo Rabbit,/wiki/Jojo_Rabbit,False,7.9,407660.0,93757609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,1,0,1,0,0,0,1,0,1,0
521,2019,Joker ,/wiki/Joker_(2019_film),False,8.4,1348529.0,1074458282,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
522,2019,Marriage Story,/wiki/Marriage_Story,False,7.9,322955.0,333686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0
523,2019,1917 ,/wiki/1917_(2019_film),False,8.2,618335.0,384577421,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
524,2019,Once Upon a Time in Hollywood,/wiki/Once_Upon_a_Time_in_Hollywood,False,8.2,52.0,377617598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,1,1,1,0,1,0,1,0,1,0
525,2020,Nomadland ,/wiki/Nomadland_(film),True,7.3,169978.0,39458207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
526,2020,The Father ,/wiki/The_Father_(2020_film),False,8.2,167233.0,24267597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,2020,Judas and the Black Messiah,/wiki/Judas_and_the_Black_Messiah,False,7.4,84927.0,7478009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0
529,2020,Minari ,/wiki/Minari_(film),False,7.4,86740.0,15312445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,2020,Promising Young Woman,/wiki/Promising_Young_Woman,False,7.5,186173.0,18854166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0,0,0,1,0,1,0,1,0,0,0
531,2020,Sound of Metal,/wiki/Sound_of_Metal,False,7.7,135976.0,516520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0
533,2021,CODA ,/wiki/CODA_(2021_film),True,8.0,145243.0,1911296,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0
534,2021,Belfast ,/wiki/Belfast_(film),False,7.3,80495.0,49142744,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
535,2021,Don't Look Up,/wiki/Don%27t_Look_Up,False,7.2,555062.0,791863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,1,0,1,0,0,0,1,0
536,2021,Drive My Car ,/wiki/Drive_My_Car_(film),False,7.6,57108.0,15362861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2021,Dune ,/wiki/Dune_(2021_film),False,8.0,671939.0,402027830,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
538,2021,King Richard ,/wiki/King_Richard_(film),False,7.5,121695.0,39429285,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,2021,Licorice Pizza,/wiki/Licorice_Pizza,False,7.2,126385.0,33273940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,1,0,1,0,1,0,0,0
540,2021,Nightmare Alley ,/wiki/Nightmare_Alley_(2021_film),False,7.0,152429.0,39629195,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2021,The Power of the Dog ,/wiki/The_Power_of_the_Dog_(film),False,6.8,182145.0,271009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
542,2022,Everything Everywhere All at Once,/wiki/Everything_Everywhere_All_at_Once,True,7.9,437015.0,140211159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1,0,0,1,0,1,1,1,0,1,1,1,1
543,2022,Avatar: The Way of Water,/wiki/Avatar:_The_Way_of_Water,False,7.7,369719.0,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0
544,2022,The Banshees of Inisherin,/wiki/The_Banshees_of_Inisherin,False,7.7,202400.0,49209277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,1,0,1,0,1,0,1,0
545,2022,Elvis ,/wiki/Elvis_(2022_film),False,7.3,207142.0,288670284,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
546,2022,The Fabelmans,/wiki/The_Fabelmans,False,7.6,85709.0,45164110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,1,0,0,0,1,0,1,0
547,2022,Tár,/wiki/T%C3%A1r,False,7.5,69684.0,27541681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,1,0,1,0,0,0
548,2022,Top Gun: Maverick,/wiki/Top_Gun:_Maverick,False,8.3,577408.0,1493491858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,0,0,0,1,0,0,0
549,2022,Triangle of Sadness,/wiki/Triangle_of_Sadness,False,7.3,128812.0,25615870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
550,2022,Women Talking ,/wiki/Women_Talking_(film),False,6.9,29341.0,8954708,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
